!niti	niti
!predstavitelj	predstavitelji
snopič	snopiče
snopič	snopičev
snov	snovi
snov	snovjo
snov	snovmi
snovalec	snovalca
snovalec	snovalci
snovanje	snovanja
snovanje	snovanjih
snovanje	snovanju
snovati	snoval
snovati	snovala
snovati	snovali
snovati	snuje
snovati	snujemo
snoven	snovno
snovnost	snovnosti
snubitev	snubitvah
snubiti	snubi
snubiti	snubijo
snubiti	snubil
snubiti	snubila
snubiti	snubile
snubiti	snubili
snubiti	snubilo
snubiti	snubim
snubiti	snubimo
snubiti	snubiš
snubiti	snubit
snubiti	snubita
snubiti	snubite
snubiti	snubiva
snubiti	snubljen
snubiti	snubljena
snubiti	snubljene
snubiti	snubljeni
snubiti	snubljeno
soavtor	soavtorja
soba	sob
soba	sobah
soba	sobami
soba	sobe
soba	sobi
soba	sobo
šoba	šob
šoba	šobe
Šoba	Šobi
šoba	šobo
sobana	soban
sobana	sobanah
sobana	sobane
sobarica	sobarico
soben	sobna
soben	sobne
soben	sobni
soben	sobnih
soben	sobno
sobesednik	sobesednikov
sobica	sobici
sobica	sobico
sobivanje	sobivanja
sobivati	sobivajo
sobodajalec	sobodajalcih
sobojevnica	sobojevnice
soborec	soborc
soboški	soboška
soboški	soboške
soboški	soboškega
soboški	soboškem
soboški	soboško
sobota	sobot
sobota	sobotah
sobota	sobote
Sobota	Soboti
sobota	soboto
soboten	sobotna
soboten	sobotne
soboten	sobotnega
soboten	sobotnem
soboten	sobotni
soboten	sobotnih
soboten	sobotnim
soboten	sobotno
sobranje	sobranja
Soča	Soče
Soča	Soči
sočasen	sočasnega
sočasen	sočasnemu
sočasen	sočasni
sočasen	sočasno
sočen	sočna
sočen	sočnejši
sočen	sočnih
sočen	sočnim
socerbski	socerbsko
sociala	sociale
sociala	sociali
sociala	socialo
socialdarvinističen	socialdarvinistična
socialdemokracija	socialdemokracije
socialdemokrat	socialdemokrata
socialdemokrat	socialdemokrate
socialdemokrat	socialdemokrati
socialdemokrat	socialdemokratom
socialdemokrat	socialdemokratov
socialdemokratski	socialdemokratska
socialdemokratski	socialdemokratske
socialdemokratski	socialdemokratskega
socialdemokratski	socialdemokratskih
socialdemokratski	socialdemokratsko
socialen	socialna
socialen	socialne
socialen	socialnega
socialen	socialnem
socialen	socialni
socialen	socialnih
socialen	socialnimi
socialen	socialno
socialist	socialiste
socialist	socialisti
socialist	socialistom
socialist	socialistov
socialističen	socialistična
socialističen	socialistične
socialističen	socialističnega
socialističen	socialistični
socialističen	socialističnih
socialističen	socialistično
socializacija	socializacije
socializem	socializma
socializem	socializmom
socializem	socializmu
socialnoekonomski	socialnoekonomskim
socialnopartnerski	socialnopartnerskih
societeten	societetnih
sociolog	sociologa
sociolog	sociologi
sociolog	sociologov
sociologija	sociologije
sociologija	sociologijo
sociologov	sociologova
sociologov	sociologove
sociologov	sociologovega
sociologov	sociologovem
sociologov	sociologovemu
sociologov	sociologovi
sociologov	sociologovih
sociologov	sociologovim
sociologov	sociologovima
sociologov	sociologovimi
sociologov	sociologovo
sociološki	sociološke
sociološki	sociološkega
sociološki	socioloških
sociološki	sociološko
sočlovek	sočloveka
sočlovek	soljudem
sočnica	sočnic
sočnost	sočnosti
socrealističen	socrealistične
socrealizem	socrealizma
sočustvovati	sočustvoval
sočustvovati	sočustvovala
sočustvovati	sočustvovali
sočustvovati	sočustvujem
sočustvujoč	sočustvujoči
sočuten	sočutnega
sočutje	sočutja
socvetje	socvetja
socvetje	socvetjem
socvetje	socvetji
sod	soda
sod	sode
sod	sodih
sod	sodov
sod	sodu
sodar	sodarjev
sodavica	sodavico
sodba	sodb
sodba	sodbe
sodba	sodbi
sodba	sodbo
sodčast	sodčasta
sodček	sodčku
sodec	sodce
sodelavec	sodelavca
sodelavec	sodelavce
sodelavec	sodelavcem
sodelavec	sodelavcev
sodelavec	sodelavci
sodelavec	sodelavcu
sodelavka	sodelavk
sodelavka	sodelavke
sodelovanje	sodelovanja
sodelovanje	sodelovanjem
sodelovanje	sodelovanju
sodelovati	sodeloval
sodelovati	sodelovala
sodelovati	sodelovale
sodelovati	sodelovali
sodelovati	sodelovalo
sodelovati	sodeluj
sodelovati	sodeluje
sodelovati	sodelujejo
sodelovati	sodelujem
sodelovati	sodelujemo
sodelovati	sodeluješ
sodelovati	sodelujete
sodelovati	sodelujmo
sodelujoč	sodelujoče
sodelujoč	sodelujoči
sodelujoč	sodelujočih
sodelujoč	sodelujočim
sodelujoč	sodelujočimi
soden	sodna
soden	sodne
soden	sodnega
soden	sodnem
soden	sodni
soden	sodnih
soden	sodnim
soden	sodnimi
soden	sodno
sodišče	sodišč
sodišče	sodišča
sodišče	sodiščem
sodišče	sodišči
sodišče	sodiščih
sodišče	sodišču
soditi	sodi
soditi	sodijo
soditi	sodil
soditi	sodila
soditi	sodile
soditi	sodili
soditi	sodilo
soditi	sodim
soditi	sodimo
soditi	sodita
soditi	sodite
sodnica	sodnic
sodnica	sodnice
sodnica	sodnici
sodnica	sodnico
sodnija	sodniji
sodnik	sodnika
sodnik	sodnike
sodnik	sodniki
sodnik	sodnikih
sodnik	sodnikom
sodnik	sodnikov
sodnik	sodniku
sodnikov	sodnikova
sodnikov	sodnikovega
sodnikov	sodnikovo
sodniški	sodniška
sodniški	sodniškega
sodniški	sodniških
sodniški	sodniško
sodnomedicinski	sodnomedicinskem
sodoben	najsodobnejša
sodoben	najsodobnejše
sodoben	najsodobnejšega
sodoben	najsodobnejši
sodoben	najsodobnejših
sodoben	najsodobnejšimi
sodoben	najsodobnejšo
sodoben	sodobna
sodoben	sodobne
sodoben	sodobnega
sodoben	sodobnejša
sodoben	sodobnejšega
sodoben	sodobnejši
sodoben	sodobnejših
sodoben	sodobnejšimi
sodoben	sodobnejšo
sodoben	sodobnem
sodoben	sodobnemu
sodoben	sodobni
sodoben	sodobnih
sodoben	sodobnim
sodoben	sodobnimi
sodoben	sodobno
sodobnik	sodobnike
sodobnik	sodobniki
sodobnik	sodobnikov
sodobno	sodobneje
sodobnobaleten	sodobnobaletni
sodobnoplesen	sodobnoplesni
sodobnost	sodobnosti
Sodoma	Sodome
Sodoma	Sodomi
Sodoma	Sodomo
sodra	sodre
sodra	sodro
sodržavljan	sodržavljane
sodržavljan	sodržavljani
sodržavljan	sodržavljanov
sodstvo	sodstva
sodstvo	sodstvom
sodstvo	sodstvu
šofer	šoferja
šofer	šoferjem
šofer	šoferjev
šofer	šoferji
šofer	šoferju
Sofija	Sofiji
sofinancer	sofinancerja
sofinanciranje	sofinanciranja
sofinanciranje	sofinanciranju
sofinancirati	sofinancira
sofinancirati	sofinancirali
sofinancirati	sofinanciralo
sofističen	sofistično
sofisticiran	sofisticirane
sofizem	sofizmov
softverski	softverska
softverski	softverske
soglašati	soglaša
soglašati	soglašal
soglašati	soglašali
soglasen	soglasni
soglasen	soglasnimi
soglasen	soglasno
soglasje	soglasij
soglasje	soglasja
soglasje	soglasjem
soglasje	soglasju
soglasnik	soglasnikov
sogovorec	sogovorci
sogovornica	sogovornice
sogovornik	sogovornika
sogovornik	sogovorniki
sogovornik	sogovornikov
sogovornik	sogovorniku
sogovornikov	sogovornikovem
šogun	šoguna
soha	soh
soha	sohah
soha	soham
soha	sohama
soha	sohami
soha	sohe
soha	sohi
soha	soho
soigralec	soigralca
soigralec	soigralce
soigralec	soigralcem
soigralec	soigralcev
soigralec	soigralci
soigralka	soigralke
soigralka	soigralko
soimenjak	soimenjaka
soimenjakov	soimenjakova
soimenjakov	soimenjakove
soimenjakov	soimenjakovega
soimenjakov	soimenjakovem
soimenjakov	soimenjakovemu
soimenjakov	soimenjakovi
soimenjakov	soimenjakovih
soimenjakov	soimenjakovim
soimenjakov	soimenjakovima
soimenjakov	soimenjakovimi
soimenjakov	soimenjakovo
soj	soju
soja	soje
sojenje	sojenja
sojenje	sojenjem
sojenje	sojenju
sojetnik	sojetnika
sojin	sojine
sojin	sojinih
sojin	sojino
sok	soka
sok	sokom
sok	sokov
sok	sokove
sok	sokovi
sok	soku
šok	šoka
šok	šoku
šokanten	šokantna
šokanten	šokantne
šokirati	šokira
šokirati	šokiral
šokirati	šokirala
šokirati	šokirali
sokol	sokola
sokolski	sokolska
Šokota	Šokote
sokrajan	sokrajani
Sokrat	Sokrata
Sokrat	Sokrate
Sokrat	Sokrati
Sokrat	Sokratih
Sokrat	Sokratom
Sokrat	Sokratoma
Sokrat	Sokratov
Sokrat	Sokratu
sokrivda	sokrivde
sokrivda	sokrivdo
sokrivec	sokrivca
sokrivec	sokrivce
sokrivec	sokrivcem
sokrivec	sokrivcema
sokrivec	sokrivcev
sokrivec	sokrivci
sokrivec	sokrivcih
sokrivec	sokrivcu
sokrvica	sokrvice
sokrvica	sokrvici
sokrvica	sokrvico
sol	soli
sol	soljo
šola	šol
šola	šolah
šola	šolam
šola	šolami
šola	šole
šola	šoli
šola	šolo
šolajoč	šolajočim
šolan	šolani
šolan	šolanih
šolanje	šolanja
šolanje	šolanju
šolar	šolarje
šolar	šolarjem
šolar	šolarjev
šolar	šolarji
šolar	šolarjih
solarij	solarija
solastnica	solastnice
solastnica	solastnici
solastnik	solastniki
solastnik	solastnikov
solastniški	solastniškega
solastništvo	solastništva
solata	solat
solata	solatah
solata	solate
solata	solati
solata	solato
solaten	solatni
šolati	šola
šolati	šolajo
šolati	šolali
šolati	šolalo
šolati	šolate
solaža	solažo
solčavski	solčavske
solčavski	solčavskih
solen	solna
šolen	šolnov
solidaren	solidarna
solidaren	solidarne
solidaren	solidarnega
solidaren	solidarnem
solidaren	solidarnemu
solidaren	solidarni
solidaren	solidarnih
solidaren	solidarnim
solidaren	solidarnima
solidaren	solidarnimi
solidaren	solidarno
solidarnost	solidarnosti
solidarnosten	solidarnostna
solidarnosten	solidarnostne
solidarnosten	solidarnostni
soliden	solidne
soliden	solidnega
soliden	solidnejše
soliden	solidni
soliden	solidnih
soliden	solidnim
soliden	solidno
SolidWorks	SolidWorksu
solina	solin
solina	solinah
solina	soline
solinski	solinskega
solipsizem	solipsizma
solipsizem	solipsizmom
solipsizem	solipsizmu
solist	solista
solist	solisti
solist	solistov
solističen	solistične
solističen	solističnem
solističen	solistični
solističen	solistično
solistka	solistke
soliti	solijo
soliti	solimo
soliti	solite
solitrn	solitrna
solitrn	solitrne
solitrn	solitrnega
solitrn	solitrnem
solitrn	solitrnemu
solitrn	solitrni
solitrn	solitrnih
solitrn	solitrnim
solitrn	solitrnima
solitrn	solitrnimi
solitrn	solitrno
soljenje	soljenjem
Solkan	Solkanu
solkanski	solkanska
solkanski	solkanskem
šolnik	šolniki
šolnina	šolnin
šolnina	šolnine
šolnina	šolnino
šolniški	šolniških
solo	sole
šoloobvezen	šoloobvezna
šoloobvezen	šoloobveznih
šoloobvezen	šoloobveznimi
šolski	šolska
šolski	šolske
šolski	šolskega
šolski	šolskem
šolski	šolskih
šolski	šolskim
šolski	šolsko
šolstvo	šolstva
šolstvo	šolstvu
solventnosten	solventnostne
solza	solz
solza	solzah
solza	solze
solzavost	solzavosti
solzavost	solzavostih
solzavost	solzavostim
solzavost	solzavostjo
solzavost	solzavostma
solzavost	solzavostmi
solzen	solznih
solzeti	solzijo
solzica	solzice
solziti	solzi
solziti	solzijo
solziti	solzil
solziti	solzila
solziti	solzile
solziti	solzili
solziti	solzilo
solziti	solzim
solziti	solzimo
solziti	solziš
solziti	solzit
solziti	solzita
solziti	solzite
solziti	solziva
solzljiv	solzljivega
somalski	somalska
somalski	somalske
somalski	somalskega
somalski	somalskem
somalski	somalskemu
somalski	somalskih
somalski	somalskim
somalski	somalskima
somalski	somalskimi
somalski	somalsko
someščan	someščani
somič	somičev
somišljenik	somišljeniki
somišljenik	somišljenikov
somnabulen	somnabulne
somornica	somornice
somrak	somraka
sonaraven	sonaravnega
sonaraven	sonaravnemu
sonaraven	sonaravni
sonaraven	sonaravno
sonata	sonate
sonata	sonati
sonata	sonato
sonce	sonca
Sonce	Soncem
sonce	sonci
sonce	soncu
sonček	sončka
sonček	sončku
sončen	sončna
sončen	sončne
sončen	sončnega
sončen	sončnem
sončen	sončni
sončen	sončnih
sončen	sončnim
sončen	sončnimi
sončen	sončno
sončenec	sončencev
sončenje	sončenja
sončenje	sončenju
sončev	sončeve
sončev	sončevo
sončiti	sončijo
sončiti	sončil
sončiti	sončila
sončničen	sončnične
sončničen	sončničnem
sončničen	sončničnemu
sončničen	sončnično
sončnik	sončnikom
sonda	sond
sonda	sonde
sonda	sondi
sonda	sondo
sondin	sondinega
sonet	sonete
sonet	soneti
sonet	sonetov
soneten	sonetnega
soneten	sonetnem
soneten	sonetni
Sony	Sonyju
sooblikovati	sooblikovale
soočanje	soočanju
soočati	sooča
soočati	soočajo
soočati	soočala
soočati	soočali
soočati	soočam
soočati	soočamo
soočen	soočeni
soočen	soočeno
soočenje	soočenja
soočenje	soočenjem
soočenje	soočenju
soočiti	soočijo
soočiti	soočil
soočiti	soočila
soočiti	soočile
soočiti	soočili
soočiti	soočiš
soodločanje	soodločanja
soodločati	soodloča
soodvisnost	soodvisnosti
soorganizator	soorganizatorjem
soorganizirati	soorganizirali
šop	šopom
sopara	soparo
soparen	soparne
soparen	soparno
šopati	šopali
šopek	šopkom
šopek	šopkov
šopek	šopku
sopihati	sopiha
sopihati	sopihaj
sopihati	sopihajmo
sopihati	sopihajo
sopihati	sopihajta
sopihati	sopihajte
sopihati	sopihajva
sopihati	sopihal
sopihati	sopihala
sopihati	sopihale
sopihati	sopihali
sopihati	sopihalo
sopihati	sopiham
sopihati	sopihamo
sopihati	sopihaš
sopihati	sopihat
sopihati	sopihata
sopihati	sopihate
sopihati	sopihava
sopimpa	sopimpo
šopiriti	šopiri
šopiriti	šopirijo
šopiriti	šopirili
soplesalec	soplesalca
soplesalec	soplesalce
soplesalec	soplesalcem
soplesalec	soplesalcema
soplesalec	soplesalcev
soplesalec	soplesalci
soplesalec	soplesalcih
soplesalec	soplesalcu
soplezalec	soplezalca
sopojaven	sopojavnih
sopotapljač	sopotapljača
sopotnica	sopotnice
sopotnica	sopotnico
sopotnik	sopotnika
sopotnik	sopotnike
sopotnik	sopotniki
sopotnik	sopotnikom
sopotnik	sopotnikov
sopotnikov	sopotnikovem
sopranistka	sopranistke
Sopranov	Sopranovih
sopredsednik	sopredsednika
soprog	soproga
soprog	soprogu
soproga	soprog
soproga	soprogam
soproga	soproge
soproga	soprogi
soproga	soprogo
sopsti	sope
sorazmeren	sorazmerna
sorazmerje	sorazmerju
sorbonski	sorbonskih
soredje	soredja
soriški	soriška
sornik	sorniki
sornik	sornikoma
sorod	sorodu
soroden	sorodna
soroden	sorodne
soroden	sorodni
soroden	sorodnih
soroden	sorodnima
soroden	sorodnimi
soroden	sorodno
sorodnica	sorodnice
sorodnik	sorodnika
sorodnik	sorodnike
sorodnik	sorodniki
sorodnik	sorodnikih
sorodnik	sorodnikom
sorodnik	sorodnikov
sorodnik	sorodniku
sorodnikov	sorodnikova
sorodnikov	sorodnikove
sorodnikov	sorodnikovega
sorodnikov	sorodnikovem
sorodnikov	sorodnikovemu
sorodnikov	sorodnikovi
sorodnikov	sorodnikovih
sorodnikov	sorodnikovim
sorodnikov	sorodnikovima
sorodnikov	sorodnikovimi
sorodnikov	sorodnikovo
sorodniški	sorodniške
sorodnost	sorodnostjo
sorodstven	sorodstvena
sorodstven	sorodstvene
sorodstven	sorodstveni
sorodstven	sorodstveno
sorodstvo	sorodstva
sorodstvo	sorodstvu
sorojenec	sorojenci
sorški	sorškega
sorški	sorškem
sorta	sort
sorta	sortam
sorta	sortama
sorta	sorte
sorta	sorti
sorta	sorto
sortiran	sortirano
sortiranje	sortiranja
sortirati	sortira
sortirati	sortiraj
sortirati	sortiral
sortirati	sortirala
sortirati	sortirali
sortiren	sortirnih
sortiren	sortirnimi
sortirnica	sortirnici
sosed	soseda
sosed	sosede
sosed	sosedi
sosed	sosedih
sosed	sosedje
sosed	sosedom
sosed	sosedov
sosed	sosedu
soseda	sosed
soseda	sosedam
soseda	sosedama
soseda	sosedami
soseda	sosede
soseda	sosedi
soseda	sosedo
soseden	sosednji
soseden	sosedno
sosednja	sosednje
sosednja	sosednji
sosednja	sosednjo
sosednji	sosednja
sosednji	sosednje
sosednji	sosednjega
sosednji	sosednjem
sosednji	sosednjih
sosednji	sosednjim
sosednji	sosednjimi
sosednji	sosednjo
sosedov	sosedovega
sosedov	sosedovim
sosedov	sosedovo
sosedski	sosedskega
sosedski	sosedskih
soseščina	soseščine
soseščina	soseščini
soseščina	soseščino
soseska	soseske
soseska	soseski
soški	soška
soški	soške
sosledje	sosledjem
sošolec	sošolca
sošolec	sošolce
sošolec	sošolcem
sošolec	sošolcev
sošolec	sošolci
sošolec	sošolcu
sošolka	sošolke
sošolka	sošolko
Šoštanj	Šoštanju
Šoštanjec	Šoštanjce
šoštanjski	šoštanjske
sostanovalec	sostanovalca
sostanovalec	sostanovalcev
sostanovalec	sostanovalci
sosvet	sosveta
sosvet	sosvetu
sotekmovalec	sotekmovalca
Sotelsko	Sotelskega
šoten	šotnih
soteska	soteske
soteska	soteski
soteska	sotesko
soteški	soteško
Sotla	Sotli
šotnica	šotnice
sotočje	sotočja
sotočje	sotočjem
sotočje	sotočju
šotor	šotora
šotor	šotori
šotor	šotorom
šotor	šotorov
šotor	šotoru
šotorski	šotorskega
Sotošek	Sotoška
sotrpin	sotrpinom
sotrpinka	sotrpinkami
součinkovanje	součinkovanja
soudeležba	soudeležbe
soul	soula
soundtrack	soundtrackom
souporaba	souporabo
soustanovitelj	soustanoviteljem
soustvarjalka	soustvarjalke
soustvarjanje	soustvarjanja
šov	šova
sova	sove
sova	sovo
sovaščan	sovaščani
šovinist	šovinisti
šovinističen	šovinistične
šovinističen	šovinistični
šovinizem	šovinizma
sovjet	sovjeta
sovjetski	sovjetska
sovjetski	sovjetske
sovjetski	sovjetskega
sovjetski	sovjetskem
sovjetski	sovjetskih
sovjetski	sovjetskim
sovjetski	sovjetsko
sovoznik	sovoznike
sovoznik	sovozniki
sovoznik	sovoznikom
sovpadati	sovpada
sovpadati	sovpadajo
sovpadati	sovpadal
sovpadati	sovpadala
sovpadati	sovpadalo
sovpaden	sovpadne
sovpasti	sovpadel
sovraštvo	sovraštva
sovraštvo	sovraštvom
sovraštvo	sovraštvu
sovražen	sovražna
sovražen	sovražne
sovražen	sovražnem
sovražen	sovražni
sovražen	sovražnih
sovražen	sovražnim
sovražen	sovražno
sovražiti	sovraž
sovražiti	sovraži
sovražiti	sovražijo
sovražiti	sovražil
sovražiti	sovražila
sovražiti	sovražili
sovražiti	sovražim
sovražiti	sovražimo
sovražiti	sovražiš
sovražiti	sovražu
sovražnik	sovražnika
sovražnik	sovražnike
sovražnik	sovražniki
sovražnik	sovražnikom
sovražnik	sovražnikov
sovražnikov	sovražnikove
sovražnost	sovražnosti
sovrstnik	sovrstnikov
sovzpostavljati	sovzpostavljajo
sožalje	sožalja
sožitje	sožitja
sožitje	sožitju
sozvočje	sozvočju
Špacapan	Špacapanom
Špacapanov	Špacapanova
spacati	spacat
spačen	spačena
spačen	spačenega
spačen	spačeno
spadati	spada
spadati	spadajo
spadati	spadal
spadati	spadala
spadati	spadale
spadati	spadali
spadati	spadalo
spadati	spadam
spadati	spadamo
spadati	spadata
špaget	špageti
spahovanje	spahovanjem
spajajoč	spajajočih
spajanje	spajanju
spajati	spaja
spajati	spajajo
špajka	špajke
spajkanje	spajkanjem
spajkanje	spajkanju
spak	spaka
spak	spake
spak	spaki
spak	spakih
spak	spakom
spak	spakoma
spak	spakov
spak	spaku
spaka	spake
spakirati	spakiraš
spakljiv	spakljivega
spakovati	spakoval
spakovati	spakuješ
spalen	spalne
spalen	spalni
spalen	spalnih
spalen	spalno
spalnica	spalnice
spalnica	spalnici
spalnica	spalnico
spametovati	spametovala
spanec	spanca
spanec	spancem
spanec	spancu
Španec	Špance
Španec	Špancem
Španec	Špancev
Španec	Španci
Španec	Špancih
spanheimski	spanheimskih
Španija	Španije
Španija	Španiji
Španija	Španijo
spanje	spanja
spanje	spanjem
spanje	spanju
Španka	Španke
Španka	Španko
španovija	španoviji
španščina	španščine
španščina	španščini
španski	španska
španski	španske
španski	španskega
španski	španskem
španski	španskemu
španski	španskih
španski	španskim
španski	špansko
špar	šparov
špargelj	šparglje
špargelj	špargljev
špargelj	šparglji
špargelj	špargljih
spati	spal
spati	spala
spati	spali
spati	spat
spati	spi
spati	spijo
spati	spimo
spati	spiš
spati	spita
speč	speče
speč	spečega
speč	speči
speč	spečih
špecerija	špecerijo
speči	speče
speči	spečemo
speči	specimo
speči	spekel
speči	spekla
speči	spekle
speči	spekli
Speciale	Specialeja
specialec	specialce
specialec	specialcev
specialec	specialci
specialen	specialna
specialen	specialne
specialen	specialnega
specialen	specialnem
specialen	specialni
specialen	specialnih
specialist	specialista
specialist	specialiste
specialist	specialisti
specialist	specialistom
specialist	specialistov
specialist	specialistu
specialističen	specialistični
specialistka	specialistki
specialistov	specialistovih
specialiteta	specialitet
specialiteta	specialitete
specialiteta	specialiteti
specializacija	specializacije
specializacija	specializaciji
specializacija	specializacijo
specializiran	specializirana
specializiran	specializirane
specializiran	specializiranemu
specializiran	specializirani
specializiran	specializiranih
specializiran	specializiranim
specializiran	specializiranimi
specializiran	specializirano
specializirati	specializirala
specialka	specialko
specifičen	specifična
specifičen	specifične
specifičen	specifičnega
specifičen	specifičnem
specifičen	specifični
specifičen	specifičnih
specifičen	specifičnim
specifičen	specifičnimi
specifičen	specifično
specificiranje	specificiranju
specifičnost	specifičnosti
specifika	specifik
specifikacija	specifikacijah
specifikacija	specifikacije
specifikacija	specifikaciji
špedicijski	špedicijskem
speedwayist	speedwayisti
speedwayski	speedwayske
špeh	špehu
spektakel	spektakla
spektakel	spektakli
spektakel	spektaklih
spektakel	spektaklom
spektakularen	spektakularna
spektakularen	spektakularni
spekter	spektra
spekter	spektrom
spekter	spektru
spektrometer	spektrometra
