Aachen	Aachenu
vyhostit	vyhoštěno
vyhostit	vyhostí
vyhostit	vyhostiti
vyhovět	vyhověl
vyhovět	vyhověla
vyhovovat	vyhovoval
vyhovovat	vyhovovala
vyhovovat	vyhovuje
vyhovovat	vyhovují
vyhozený	vyhození
výhra	výhrou
výhra	výhry
vyhrabat	vyhrabal
výhrada	výhrad
výhrada	výhrady
vyhradit	vyhradila
vyhradit	vyhrazena
vyhradit	vyhrazeno
vyhraněný	vyhraněných
vyhraněný	vyhraněnými
vyhrát	nevyhrál
vyhrát	nevyhrálo
vyhrát	vyhraje
vyhrát	vyhrají
vyhrát	vyhrál
vyhrát	vyhrála
vyhrát	vyhráli
vyhrát	vyhrálo
vyhrávat	vyhrávala
vyhrazený	vyhrazených
vyhrazovat	vyhrazuje
vyhrnout	vyhrnula
vyhrnutý	vyhrnuté
vyhrocený	vyhrocené
vyhrocený	vyhrocenou
vyhrotit	vyhrotil
vyhrožovat	vyhrožoval
vyhrožovat	vyhrožovali
vyhrožovat	vyhrožuje
výhružka	výhružkami
výhrůžka	výhrůžkami
vyhubený	vyhubení
vyhublý	vyhublá
vyhýbat	nevyhýbá
vyhýbat	vyhýbá
vyhýbat	vyhýbaje
vyhýbat	vyhýbala
výhybka	výhybku
vyhynout	vyhynul
vyhynulý	vyhynulých
vyhynulý	vyhynulým
vyjádření	vyjádřením
vyjádřený	vyjádření
vyjádřit	nevyjádří
vyjádřit	nevyjádřil
vyjádřit	vyjádřen
vyjádřit	vyjádřeno
vyjádřit	vyjádřete
vyjádřit	vyjádřil
vyjádřit	vyjádřila
vyjádřit	vyjádřili
vyjádřit	vyjádřilo
vyjádřit	vyjádřily
vyjádřit	vyjádříte
vyjadřovací	vyjadřovacími
vyjadřovat	vyjadřoval
vyjadřovat	vyjadřovala
vyjadřovat	vyjadřovalo
vyjadřovat	vyjadřovaly
vyjadřovat	vyjadřován
vyjadřovat	vyjadřuje
vyjadřovat	vyjadřují
vyjasněnost	nevyjasněnosti
vyjasněný	nevyjasněné
vyjednavač	vyjednavače
vyjednávací	vyjednávacímu
vyjet	vyjel
vyjet	vyjeli
výjev	výjevy
vyjevený	vyjevení
vyjevit	vyjeví
výjezd	výjezdy
výjezda	výjezd
výjezda	výjezdy
vyjímat	vyjímáme
výjimečný	výjimečná
výjimečný	výjimečné
výjimečný	výjimečného
výjimečný	výjimečnější
výjimka	výjimek
výjimka	výjimkou
výjimka	výjimky
vyjít	nevyjde
vyjít	vyjde
vyjít	vyjdou
vyjít	vyšel
vyjít	vyšla
vyjít	vyšli
vyjít	vyšlo
vyjít	vyšly
vyjíždět	vyjížděli
vyjížďka	vyjížďce
vyjmout	vyňal
vyjmout	vyňat
vykácet	vykácena
vykašlat	vykašli
vykázat	vykáže
výklad	výkladu
výklad	výkladů
výklad	výklady
vykládat	vykládá
výklenek	výklenku
vyklopit	vyklopil
vyklopit	vyklopila
vyklouznout	vyklouzla
vyklouznout	vyklouzlo
vyklouznout	vyklouzly
vykolejit	vykolejil
vykolejit	vykolejily
výkon	výkonech
výkon	výkonem
výkon	výkonu
výkon	výkonů
výkon	výkony
vykonaný	vykonanou
vykonaný	vykonaných
vykonat	vykoná
vykonat	vykonal
vykonat	vykonala
vykonat	vykonali
vykonat	vykonalo
vykonat	vykonáno
vykonávat	vykonává
vykonávat	vykonávají
vykonávat	vykonával
vykonávat	vykonávala
vykonávat	vykonávali
výkonný	výkonná
výkonný	výkonné
výkonný	výkonného
výkonný	výkonnou
výkonný	výkonných
vykonstruovaný	vykonstruované
výkop	výkopy
vykopání	vykopáním
vykopat	vykopán
vykopávat	vykopává
vykořenit	vykořeněn
vykořisťovaný	vykořisťovaného
vykořisťovaný	vykořisťovaných
vykouknout	vykoukl
vykoupený	vykoupení
vykoupit	vykoupena
vykoupit	vykoupila
vykouřit	vykouřil
vykouzlit	vykouzlila
vykradený	vykradeném
vykreslit	vykresleny
výkřik	výkřikem
výkřik	výkřiku
výkřik	výkřiků
výkřik	výkřiky
vykřiknout	vykřikl
vykřiknout	vykřikla
vykřikovat	nevykřikuje
vykřikovat	vykřikoval
vykřikovat	vykřikovala
vykřikovat	vykřikovali
vykřikovat	vykřikovalo
vykřikovat	vykřikují
vykrmený	vykrmení
vykročit	vykročí
vykročit	vykročil
vykrvácení	vykrvácením
vykrystalizovat	vykrystalizoval
vykuk	vykuků
vykupování	vykupováním
vyladit	vyladil
vylákat	vyláká
vylákat	vylákal
vylákat	vylákala
vyléčený	nevyléčený
vyléčit	vyléčen
vyléčit	vyléčí
vyléčit	vyléčili
vylekat	vylekal
vylepený	vylepená
vylepit	vylepeny
vylepovat	vylepuju
vylepšit	vylepšila
vylepšit	vylepšili
vylepšovat	vylepšován
vyleptat	vyleptáno
výlet	výletě
výlet	výletů
výlet	výlety
vyletět	vyletělo
vyletět	vyletí
výletit	výletě
výletník	výletníků
výlevka	výlevkou
výlevka	výlevku
vylézat	vylézá
vylézt	vylezl
vylézt	vylezli
vylíčený	vylíčená
vylíčený	vylíčení
vylíčit	nevylíčil
vylíčit	vylíčen
vylíčit	vylíčil
vylíčit	vylíčili
vylít	vylije
vylomit	vylomí
vyloučený	vyloučené
vyloučený	vyloučení
vyloučit	vyloučen
vyloučit	vyloučena
vyloučit	vyloučeni
vyloučit	vyloučeno
vyloučit	vyloučeny
vyloučit	vyloučí
vyloučit	vyloučil
vyloučit	vyloučili
vylovit	vylovil
vyložit	vyložil
vyložit	vyložili
výlučný	výlučnému
výlučný	výlučnou
vylučovat	nevylučovala
vylučovat	nevylučuje
vylučovat	vylučovala
vylučovat	vylučují
vyluzovat	vyluzovaly
vymačkat	vymačkáme
vymáhaný	vymáhané
vymáhat	vymáhá
vymaněný	vymanění
vymanit	vymanil
vymaňovat	vymaňuje
výmarský	výmarského
vymazat	vymazalo
vymazat	vymazána
vymazat	vymazáni
vymazat	vymazány
vymazat	vymaže
výměna	výměn
výměna	výměně
výměna	výměnou
výměna	výměnu
výměna	výměny
vyměněný	vyměněných
vyměnit	nevyměnil
vyměnit	vyměnil
vyměnit	vyměnila
vyměnit	vyměnili
vyměnit	vyměnily
výměnný	výměnného
vyměřovat	vyměřují
vymezený	vymezené
vymezený	vymezeného
vymezený	vymezení
vymezit	vymezil
vymezovat	vymezuje
vymizet	vymizela
vymizet	vymizelo
vymlouvat	vymlouvá
výmluvný	výmluvné
výmluvný	výmluvným
vymoženost	vymoženosti
vymoženost	vymožeností
vymrštit	vymrštěn
vymrštit	vymrštil
vymýcený	vymýcení
vymykat	vymyká
vymykat	vymykalo
výmysl	výmyslů
vymyšlený	vymyšlené
vymýšlený	vymýšlení
vymyslet	nevymysleli
vymyslet	vymyslel
vymyslet	vymyslela
vymyslet	vymysleli
vymyslet	vymyšlena
vymýšlet	vymýšlejí
vymýšlet	vymýšlí
vymýšlet	vymýšlíte
vymyslit	vymyslí
vymyslit	vymyslil
vymýtit	vymýcen
vymýtit	vymýceny
vymýtit	vymýtily
vynadat	vynadají
vynahradit	vynahradím
vynahradit	vynahrazeno
vynakládat	vynakládá
vynakládat	vynakládáte
vynález	vynálezem
vynalézat	vynalézají
vynaleznout	vynalezena
vynaleznout	vynalezl
vynaleznout	vynalezla
vynaleznout	vynalezli
vynaložení	vynaložením
vynaložený	vynaložené
vynášet	vynášeny
vynášet	vynáší
vyndat	vyndá
vyndat	vyndal
vynechat	nevynechal
vynechat	vynechal
vynechat	vynechala
vynechat	vynechám
vynechat	vynechány
vynechávat	vynechává
vynechávat	vynechávalo
vynést	vynese
vynést	vynesl
vynést	vynesla
vynést	vynesli
vynést	vyneslo
vynést	vynesly
vynést	vynesou
vynikající	vynikajících
vynikající	vynikajícího
vynikat	vyniká
vynikat	vynikal
vynikat	vynikala
vynikat	vynikali
vynikat	vynikaly
vyniknout	vynikl
vyniknout	vynikla
vyniknout	vynikly
vynořit	vynořil
vynořit	vynořila
vynořit	vynořilo
vynořit	vynořily
výnos	výnosy
vynucený	vynuceného
vynucený	vynuceném
vynucovat	vynucují
vynutit	vynucen
vynutit	vynutil
vynutit	vynutily
vyobcovat	vyobcován
vyobrazený	vyobrazení
vypáčit	nevypáčili
výpad	výpadem
vypadat	nevypadá
vypadat	vypadá
vypadat	vypadají
vypadat	vypadal
vypadat	vypadala
vypadat	vypadalo
vypadat	vypadaly
vypadat	vypadám
vypadat	vypadáš
výpadek	výpadkem
výpadek	výpadku
vypadnout	nevypadl
vypadnout	nevypadlo
vypadnout	vypadl
vypadnout	vypadly
vypálit	vypáleno
vypálit	vypálili
výpar	výpary
vypařit	vypařen
vypařit	vypařily
vypátrat	nevypátral
vypátrat	vypátrá
vypátrat	vypátral
vypětí	vypětím
vypínač	vypínačem
vypínač	vypínači
vypínat	vypíná
vypínat	vypínají
vypínat	vypínal
vypínat	vypínala
vypískat	vypískáno
vypisovat	vypisuje
vypít	vypije
vypít	vypil
vypjatý	vypjaté
vypjatý	vypjatou
vypjatý	vypjatých
vyplácení	vyplácením
vyplácený	vyplácení
vyplácet	nevyplácí
vyplácet	vyplácely
vyplácet	vyplácí
vyplatit	vyplacen
vyplatit	vyplatí
vyplatit	vyplatilo
vyplnit	vyplní
vyplňovat	vyplňovala
vyplňovat	vyplňovali
výplod	výplodem
výplod	výplody
vyplouvat	vyplouvá
vyplynout	vyplyne
vyplynout	vyplynula
vyplynout	vyplynulo
vyplynout	vyplynuly
vyplývat	nevyplývají
vyplývat	vyplývá
vyplývat	vyplývala
vyplývat	vyplývalo
vyplývat	vyplývaly
vypnout	vypnul
vypnutý	vypnutá
vypnutý	vypnuté
výpočet	výpočtech
výpočetní	výpočetním
výpočetný	výpočetní
vypochodovat	vypochodoval
vypočitatelný	nevypočitatelný
vypočítavý	vypočítavá
vypočtený	vypočtená
vypojit	vypojili
vypouklý	vypouklou
vypoulený	vypoulenýma
výpověď	výpovědí
vypovědět	vypověděla
vypovědět	vypovězen
vypovědět	vypovězena
vypovědět	vypoví
vypovězený	vypovězená
vypovězený	vypovězeného
vypovězený	vypovězení
vypovídat	vypovídá
vypovídat	vypovídaly
vypracovaný	vypracované
vypracovaný	vypracovanou
vypracovaný	vypracovanými
vypracovat	nevypracovali
vypracovat	vypracoval
vypracovat	vypracovala
vypracovat	vypracovali
vypracovat	vypracován
vypracovat	vypracována
vypracovat	vypracováno
vypracovat	vypracuje
vypracovávat	vypracovávaly
výprava	výpravě
výprava	výpravu
výprava	výpravy
vypravěč	vypravěče
vyprávěčský	vypravěčská
vyprávění	vyprávěním
vyprávěný	vyprávění
vyprávěný	vyprávěnou
vyprávěný	vyprávěných
vyprávět	vyprávěcí
vyprávět	vyprávějí
vyprávět	vyprávěl
vyprávět	vyprávěli
vyprávět	vypráví
vypravit	vypravil
výpravnost	výpravností
výpravný	výpravné
výpravný	výpravných
vypravovat	vypravuje
vypravovat	vypravují
vypravovat	vypravujte
vyprázdnit	vyprázdnili
vyprchat	nevyprchal
vyprchat	vyprchal
vyprchat	vyprchala
vyprchávat	vyprchával
vyprodat	vyprodala
výprodej	výprodejem
výprodej	výprodeji
vyprodukovaný	vyprodukovaného
vyprosit	vyprosí
vyprosit	vyprosila
vyprošovat	vyprošuje
vyprovázet	vyprovázela
vyprovokovat	vyprovokoval
vyprovokovat	vyprovokováni
vyprovokovat	vyprovokuje
vypršet	vypršelo
vyprsknout	nevyprskla
vypsaný	vypsaných
vypsat	vypsána
vyptat	vyptá
vyptávat	vyptává
vyptávat	vyptávali
vypučet	vypučela
vypudit	vypuzeni
vypůjčit	vypůjčil
vypůjčit	vypůjčili
vypuknout	vypukl
vypuknout	vypukla
vypuknout	vypukly
vypuknout	vypukne
vypustit	vypustil
vypustit	vypustili
vypuzení	vypuzením
vyrábějící	vyrábějících
vyrábět	nevyráběl
vyrábět	nevyrábí
vyrábět	vyrábějí
vyrábět	vyráběl
vyrábět	vyráběly
vyřadit	vyřadila
vyřadit	vyřazena
vyrašit	vyrašil
výraz	výrazem
výraz	výrazu
výraz	výrazů
výraz	výrazy
vyřazenec	vyřazenců
vyražený	vyražené
vyrážený	vyrážení
vyrážet	vyrážel
vyrážet	vyrážela
vyrazit	vyražena
vyrazit	vyrazí
vyrazit	vyrazil
vyrazit	vyrazily
výrazivo	výraziva
výrazivo	výrazivem
výrazně	nejvýrazněji
výrazně	nevýrazně
výrazně	výrazněji
výrazný	nejvýraznější
výrazný	nevýrazná
výrazný	výrazná
výrazný	výrazné
výrazný	výraznějších
výrazný	výraznějším
výrazný	výraznou
výrazný	výrazných
výrazný	výrazným
výrazný	výraznými
výrazový	výrazové
výrazový	výrazovou
výrazový	výrazových
výrazový	výrazovými
výřečnost	výřečnosti
vyřešený	vyřešení
vyřešit	nevyřeší
vyřešit	vyřešena
vyřešit	vyřešeny
vyřešit	vyřeší
vyřešit	vyřešily
vyřezaný	vyřezané
vyřídit	vyřídil
vyřídit	vyřídila
vyřídit	vyřízeno
vyřízený	nevyřízených
vyříznout	vyřízl
vyřizovat	vyřizuje
vyřizovat	vyřizují
vyřknout	nevyřknou
vyřknout	vyřčena
vyřknout	vyřkne
výroba	výrobě
výroba	výrobou
výroba	výrobu
výroba	výroby
výrobce	výrobcem
výrobce	výrobci
výrobce	výrobců
výrobce	výrobcům
výrobek	výrobků
výrobek	výrobky
vyrobený	vyrobená
vyrobený	vyrobené
vyrobený	vyrobeném
vyrobený	vyrobenou
vyrobený	vyrobených
vyrobit	nevyrobit
vyrobit	vyrobeny
vyrobit	vyrobí
vyrobit	vyrobil
vyrobit	vyrobili
vyrobit	vyrobilo
vyrobit	vyrobily
výrobní	nevýrobní
výrobní	výrobního
vyrojit	vyrojí
výrok	výrocích
výrok	výrokem
výrok	výroku
výrok	výroků
výrok	výrokům
výrok	výroky
výron	výrony
vyrosit	vyroste
výrostek	výrostci
vyrovnaný	nevyrovnané
vyrovnaný	nevyrovnaný
vyrovnaný	vyrovnaná
vyrovnaný	vyrovnané
vyrovnaný	vyrovnaného
vyrovnat	vyrovnal
vyrovnat	vyrovnala
vyrovnávat	vyrovnává
vyrovnávat	vyrovnávají
vyrovnávat	vyrovnávali
vyrozuměný	vyrozumění
vyrozumět	vyrozuměl
vyrozumět	vyrozuměla
vyrozumět	vyrozuměna
vyrukovat	vyrukoval
vyrukovat	vyrukovalo
vyrušit	vyrušeni
vyrušit	vyrušil
vyrušit	vyrušili
vyrušit	vyrušily
vyrůst	vyroste
vyrůst	vyrostl
vyrůst	vyrostla
vyrůst	vyrostli
vyrůst	vyrostlo
vyrůst	vyrostly
vyrůst	vyrostou
vyrůstající	vyrůstajícího
vyrůstat	vyrůstá
vyrůstat	vyrůstají
vyrůstat	vyrůstal
vyrůstat	vyrůstala
vyrůstat	vyrůstali
vyrůstat	vyrůstaly
vyrvat	vyrval
vyrvat	vyrvaly
vyrvat	vyrván
vyrvat	vyrvána
vyrvat	vyrváno
vyrvat	vyrve
vyrvat	vyrvou
vyřvávat	vyřvávaly
výš	výše
výš	výši
výš	výší
výsada	výsad
výsada	výsadou
výsada	výsadu
výsada	výsady
vysadit	vysazena
výsadkový	výsadkových
vysání	vysáním
vysát	vysaje
vyschlý	vyschlým
vyschnout	vyschl
vyšetřit	vyšetřeno
vyšetřovačka	vyšetřovačky
vyšetřování	vyšetřováním
vyšetřovat	vyšetřován
vyšetřovat	vyšetřováno
vyšetřovat	vyšetřují
vyšetřovatel	vyšetřovatele
vyšetřovatel	vyšetřovatelé
vysílat	vysílá
vysílat	vysílají
vysílat	vysílala
vysílat	vysíláni
vysílení	vysílením
výšina	výšin
výšina	výšinách
výšit	výše
výšit	výší
vyšívač	vyšívače
vyšívaný	vyšívanou
výška	výšce
výška	výšky
vyskakovat	vyskakovali
výškař	výškaře
vyskočit	vyskočí
vyskočit	vyskočil
vyskočit	vyskočila
vyskočit	vyskočili
vyškolený	vyškolení
vyškolený	vyškolenou
vyškolit	vyškolen
Vyškovsko	Vyškovsku
vyškrtnout	vyškrtnuto
vyškrtnutý	vyškrtnutí
vyškubnout	vyškubl
vyskytnout	vyskytl
vyskytnout	vyskytla
vyskytnout	vyskytly
vyskytnout	vyskytne
vyskytovat	nevyskytovalo
vyskytovat	nevyskytuje
vyskytovat	vyskytovala
vyskytovat	vyskytovaly
vyslanec	vyslance
vyslanec	vyslanci
vyslanec	vyslanců
vyslání	vysláním
vyslankyně	vyslankyni
vyšlapaný	vyšlapaná
vyslat	vyslaly
vyslat	vyslán
vyslat	vyslány
vyslat	vyšli
výslech	výslechem
výslech	výslechu
výslech	výslechů
výslech	výslechy
výslech	výsleších
vyslechnout	nevyslechla
vyslechnout	vyslechl
vyslechnout	vyslechla
vyslechnout	vyslechli
vyslechnout	vyslechne
vyslechnout	vyslechnou
vyslechnutý	vyslechnutých
výsledek	výsledcích
výsledek	výsledkem
výsledek	výsledku
výsledek	výsledků
výsledek	výsledkům
výsledek	výsledky
výslednice	výslednici
výsledný	výslednou
vysloužilý	vysloužilém
vyslovený	nevyslovenou
vyslovený	vyslovené
vyslovený	vyslovení
vyslovený	vyslovenou
vyslovený	vysloveným
vyslovit	nevysloví
vyslovit	nevyslovil
vyslovit	vyslovena
vyslovit	vysloveny
vyslovit	vyslovil
vyslovit	vyslovila
vyslovit	vyslovili
vyslovit	vyslovilo
vyslovit	vyslovily
vyslovitelný	vyslovitelného
výslovnost	výslovnosti
výslovný	nevýslovné
vyslovovaný	vyslovované
vyslovovat	vyslovoval
vyslovovat	vyslovovala
vyslovovat	vyslovovali
vyslovovat	vyslovovalo
vyslovovat	vyslovovaly
vyslovovat	vyslovuje
vyslovovat	vyslovují
vyslýchat	nevyslýchá
vyslýchat	vyslýchá
vyslýchat	vyslýchal
vyslyšet	vyslyší
vysmát	vysmál
výsměch	výsměchem
vyšmelit	vyšmelil
výsměšek	výsměšky
výsměšný	výsměšná
vysmívaný	vysmívaná
vysmívaný	vysmívanému
vysmívat	vysmívá
vysmívat	vysmívají
vysmívat	vysmíváni
vysmívat	vysmívány
vysmrkat	vysmrká
vysoká	vysoké
vysoká	vysokou
vysoká	vysokých
vysoká	vysokým
vysoká	vysokými
vysoko	nejvýše
vysoko	výš
vysoko	výše
vysokohorský	vysokohorském
vysokoškolák	vysokoškoláků
vysokoškolský	vysokoškolské
vysoký	nejvyšší
vysoký	nejvyšších
vysoký	nejvyššího
vysoký	nejvyšším
vysoký	vysocí
vysoký	vysoká
vysoký	vysoké
vysoký	vysokého
vysoký	vysokém
vysoký	vysokou
vysoký	vysokých
vysoký	vysokým
vysoký	vysokými
vysoký	vyšší
vysoký	vyšších
vysoký	vyššího
vysoký	vyšším
vysoký	vyššímu
vyšoupnout	vyšoupli
výspa	výspy
vyspělost	vyspělostí
vyspělý	nejvyspělejších
vyspělý	vyspělého
vyspělý	vyspělých
vyspělý	vyspělým
vyspět	vyspěl
vyšplhat	vyšplhal
vyšplhat	vyšplhala
výstava	výstavách
výstava	výstavě
výstava	výstavou
výstava	výstavu
výstava	výstavy
výstavba	výstavbě
výstavba	výstavbou
výstavba	výstavbu
výstavba	výstavby
vystavět	vystavěl
vystavět	vystavěli
vystavět	vystavěno
vystavět	vystavíte
výstaviště	výstavišti
vystavit	vystaveno
vystavit	vystaveny
vystavit	vystavíte
výstavný	výstavní
vystavovat	vystavuje
vystavovatel	vystavovatelů
vystavovatel	vystavovatelům
vystěhovat	vystěhovali
vystihnout	vystihl
vystihovat	vystihuje
vystižený	vystižení
vystopovat	vystopuje
vystoupení	vystoupeních
vystoupení	vystoupeními
vystoupený	vystoupení
vystoupit	nevystoupí
vystoupit	vystoupí
vystoupit	vystoupil
vystoupit	vystoupila
vystoupit	vystoupilo
vystoupit	vystoupily
vystoupivší	vystoupivších
vystouplý	vystouplé
vystouplý	vystouplými
výstraha	výstrahy
výstraha	výstraze
vystrašený	vystrašení
výstražný	výstražná
výstražný	výstražné
vystrčit	vystrčil
vystrčit	vystrčila
výstřel	výstřelem
výstřel	výstřely
vystřelený	vystřelená
vystřelit	vystřelí
vystřelit	vystřelil
vystřelit	vystřelila
vystřelit	vystřelíme
vystřelovat	vystřelovala
vystřídat	vystřídá
vystřídat	vystřídal
vystřídat	vystřídala
vystřídat	vystřídali
vystřídat	vystřídalo
vystřídat	vystřídaly
vystřílet	vystřílel
vystřílet	vystříleli
vystřízlivěný	vystřízlivění
vystrkovat	vystrkovala
vystudovaný	vystudovanou
vystudovat	vystudoval
výstup	výstupu
výstup	výstupy
vystupňovaný	vystupňované
vystupňovat	vystupňován
vystupovat	vystupoval
vystupovat	vystupovalo
vystupovat	vystupuje
vystupovat	vystupují
vysunout	vysunou
vysušený	vysušené
vysvětlený	vysvětlení
vysvětlit	vysvětleno
vysvětlit	vysvětlí
vysvětlit	vysvětlila
vysvětlit	vysvětlili
vysvětlit	vysvětlíme
vysvětlitelný	vysvětlitelnou
vysvětlivka	vysvětlivky
vysvětlovat	vysvětloval
vysvětlovat	vysvětlovala
vysvětlovat	vysvětluje
vysvítat	vysvítá
vysvléknout	vysvlékl
vysvobodit	vysvobodí
vysvobodit	vysvobodil
vysvobozený	vysvobození
vysvobozovat	vysvobozují
vysypat	nevysypat
vysypat	vysypal
výtah	výtahu
výtah	výtahů
výtah	výtahy
vytáhnout	vytáhl
vytáhnout	vytáhla
vytáhnout	vytáhli
vytáhnout	vytáhne
vytáhnout	vytáhnou
vytahovat	vytahoval
vytahovat	vytahovali
výtahový	výtahovým
vytanout	vytanula
vytanout	vytanuly
vytápěný	vytápěné
vytékat	vytéká
vytékat	vytékala
výtěžek	výtěžky
vytěžit	nevytěžili
vytěžit	vytěžil
vytipovat	vytipovala
vytipovat	vytipuje
výtisk	výtisků
výtisk	výtiskům
výtisk	výtisky
vytisknout	vytisklo
vytisknout	vytiskly
vytisknout	vytištěna
vytištěný	vytištěná
výtka	výtek
vytknout	vytčen
vytknout	vytkl
vytlačit	vytlačila
vytoužený	vytouženého
vytoužený	vytouženou
vytrácet	vytrácel
vytrácet	vytrácela
vytratit	vytratil
vytratit	vytratila
vytrestat	vytrestal
vytrhnout	vytrhl
vytrhnout	vytrhne
vytříbený	vytříbené
vytříbený	vytříbenému
vytrousit	vytrousilo
vytrubovaný	vytrubovaných
vytrvalost	vytrvalostí
vytrvat	vytrvá
vytrvat	vytrval
vytrysknout	vytryskly
vytržený	vytržená
vytržený	vytržení
výtržník	výtržníci
